b61433ed-fc07-40c5-8355-d8e13d97eaa7;Wine - Red, Cabernet Merlot;79.54
99d87454-9e81-4c95-96d0-4acca681ef00;Eggwhite Frozen;46.03
948e4ad4-b9c4-419a-b371-c7d3b4f0b7e4;Pork - Bacon Cooked Slcd;43.53
6805c0d2-9ef0-4d6c-9763-a43d43a331e9;Cheese - Stilton;16.37
2c1a3927-5dc2-402b-b809-6fc397139e3a;Duck - Fat;79.14
c15cb338-8b9b-4e73-859d-9f9b9bdfb869;Easy Off Oven Cleaner;9.2
1cbad714-9cef-41f3-97e0-11dd752e4247;Juice - Orange;67.56
cabab250-aa78-4761-992e-6641b7a974d5;Mace;14.81
28ea6e68-ee7b-4527-93d0-5ae80a2932ce;Pork - Chop, Frenched;26.31
43495044-25a5-4e61-a2a6-7eecaba719c3;Noodles - Cellophane, Thin;61.34
fb0b12b8-2a0c-406e-ba75-dbfb60614f80;Bread - Roll, Soft White Round;40.5
1888f430-d590-4047-a5c9-83f59e0aa8f6;Cumin - Ground;65.53
c04429f6-bd8d-4c40-823f-0911435103f2;Salmon - Smoked, Sliced;13.72
8e4ff20b-1a2f-4677-9cea-bee82ce6a07d;Garbage Bag - Clear;30.44
467fe14f-1d26-4b1b-96fc-ae103137fa34;Muffin - Blueberry Individual;42.67
e89d28fb-63b6-48b3-8697-3ef1fb40d721;Cheese - Colby;56.83
225a7a05-482c-47cc-a3b6-103d2d1b10f7;Beans - Black Bean, Canned;23.17
63ed30de-ca77-4bed-9baa-fcd2c2edff73;Wine - Taylors Reserve;70.25
414cddbf-5c48-4411-a7aa-faa8bb89dac8;Tabasco Sauce, 2 Oz;21.12
9ece44eb-aa87-44c7-9bf5-b0c63a590e30;Jolt Cola - Electric Blue;43.47
34e74817-1e67-4d70-b490-eb767e944009;Bagels Poppyseed;88.05
c53a5a22-3e68-419d-96a2-1727107890dd;Soup - Cream Of Potato / Leek;27.11
f6f2ac91-c9f4-43b9-b55e-687e5de8d596;Toamtoes 6x7 Select;38.55
4a6d5a7b-c386-4b11-8307-df8c54148448;Pasta - Penne Primavera, Single;13.11
642c8807-4243-4a7d-a6b1-17b67ead02db;Rice - Sushi;7.42
f8ed72ae-2661-423c-b30d-d0052cae039b;Fond - Chocolate;91.48
f3cfc16f-67a3-49a6-845d-876c90f10612;Coffee - Egg Nog Capuccino;61.43
ec080180-b7a7-4661-af00-c7ba230f2dcf;Pepsi, 355 Ml;86.27
b651fb83-e582-48fc-a41a-653ce044042f;Asparagus - Mexican;70.02
2b38f7c7-a62c-4701-9584-c818221609f1;Veal - Bones;22.22
ea71646b-f2c9-4391-a674-485952e314d4;Icecream Bar - Del Monte;30.07
dc22b883-90e8-444e-bf07-a2ef7405a842;Shrimp - 16/20, Iqf, Shell On;20.05
0393e248-3066-4eb4-8293-78701f2d7388;Celery;2.65
79723261-33fd-42f7-b39c-5dbda4a15c50;Beef - Tongue, Fresh;32.22
89aaf194-df08-4829-9158-e4a37ad2338c;Wiberg Cure;49.95
0999f701-6240-4a39-b65c-ef840d13663f;Soup - French Onion;53.51
66c61b7a-4dd0-4e2b-acaa-354a34435f88;Juice - Lagoon Mango;95.06
94b92b63-b6d0-41bb-9feb-dea17cd400c9;Rolled Oats;7.44
458c7313-a4c0-4264-9e77-5300dfd11a0f;Shrimp - 16 - 20 Cooked, Peeled;3.52
a6df88f2-5d5c-4893-96e4-c5d68bde20f0;Longos - Burritos;49.34
be9c8657-2c6b-42c3-9bd4-b9bc31cf7190;Steampan - Half Size Shallow;8.02
82995681-0f53-4066-bd3e-7060fca120fc;Kiwi;40.98
9302ebe0-2ba6-4991-9e3c-bc19ec9f39ba;Cookie Choc;28.13
c85db266-ba08-4229-9071-2e6b8e489a8e;Wine - Red, Cooking;11.85
43af7162-4331-4f8d-9c8b-05b9a8f0c67f;Sugar - Fine;46.09
b3afb2e5-eb6c-4b1d-8b53-2244be89f582;Beans - Fava, Canned;88.85
213f157e-8cd3-481f-b7ad-6acbb4987bc2;Gloves - Goldtouch Disposable;66.6
d0c14335-ce12-4a43-a721-e9723ffd8c90;Tarragon - Fresh;56.59
cb9990ba-7805-4729-8bd5-702c66450c02;Pear - Halves;29.88
f6eb31ce-c7c7-4e4d-b4aa-c01ddb250180;Beef - Tenderloin - Aa;3.54
a81b285d-2ba6-4b1c-9cab-cb4f07d5b6db;Pepper - Green;4.08
92578524-fa8d-4266-95b5-2d9b72dba694;Bread - Multigrain Oval;11.36
feda4e9b-e053-4096-8fca-5fadabf00bdb;Beer - Corona;95.03
1bb4547f-0aa5-4bcf-bc72-a053d8d03cd4;Shrimp - Black Tiger 13/15;33.08
58fec9d3-5c1c-426e-9820-bcf3d1f057bd;Wine - Red, Pinot Noir, Chateau;33.62
75f62287-db5d-4cea-9dbb-8546dcf9bf8e;Bread - Olive Dinner Roll;76.65
d5a0884f-70f6-4911-860b-84d8c3e07d48;Mace;20.5
a0887ef5-fc01-463f-a3ea-b4fe6e7bacba;Longos - Chicken Curried;87.21
441788cb-53c3-43a7-b4a9-2aff4622deb8;Canadian Emmenthal;24.58
1f2825ab-bb6a-46ac-b07c-5b7628d743d6;Cake - Miini Cheesecake Cherry;56.67
947cdb85-a8ab-4337-a3ac-e040e64f278a;Cheese Cloth;75.18
22a52e03-d328-4d8b-a061-b5e03045d5d2;Mushroom - Oyster, Fresh;37.35
fe238fc1-3df9-452a-8920-f0e1580efa49;Sole - Iqf;25.09
0d929bb3-6894-40ca-acec-994114346457;Cookies Cereal Nut;57.71
35adfbf3-0b5d-4027-90e8-3a7b082be221;Juice - Orange, 341 Ml;8.35
ed5763eb-24eb-4efd-a901-3c0503b2f533;Beef - Top Sirloin - Aaa;27.2
d80d8beb-c8a7-4fae-83d5-ec2f3aced54e;Wine - Spumante Bambino White;31.51
9104c9fe-eedd-4336-9b6c-4d5f51f6c12c;Juice - Lemon;52.07
14b25d30-4b2b-4752-b5ae-2fbbbdbe3ad2;Sausage - Blood Pudding;78.91
d4bf194c-f72b-4182-8e10-cc05a59d434d;Kale - Red;44.86
49ff2d95-6420-4758-8d56-a4a5f636a86e;Parsley - Dried;32.44
26a0c191-689f-4576-9242-0c73243b938d;Nantucket - Pomegranate Pear;54.03
c28b8ca4-a8b0-4be8-8351-016f17ee7d26;Sponge Cake Mix - Vanilla;15.34
9d539d2c-4de0-478b-8d15-d90df9e6397e;Shrimp, Dried, Small / Lb;83.77
fcbdc45d-2662-41d4-ad95-7e7fa37b860f;Berry Brulee;2.88
bcceb30b-dabe-4059-ad38-dafc575b0979;Graham Cracker Mix;86.78
b144b106-d7ac-4b21-a8de-4ab9afcfcb36;Juice - Pineapple, 341 Ml;66.37
f6d85a73-33be-43a0-8eec-844ea5b54841;Glass - Juice Clear 5oz 55005;25.53
c0560725-6168-455a-b413-2ab9a443d48a;Appetizer - Mini Egg Roll, Shrimp;93.89
ff86e897-c31e-41ea-82e3-ea69c175a355;Wine - Fume Blanc Fetzer;67.15
9d593ffb-29f0-4580-a41e-0d7e4de1a9a3;Cleaner - Lime Away;99.24
be13b988-e8c1-4aa8-840e-454b0cbf409e;Water - Spring Water, 355 Ml;98.25
acfaaa07-bfda-4335-91b5-189b39d4df03;Coconut - Whole;42.35
36ad511b-faf7-49b7-9605-d80ad5e4ccc2;Bread - Olive Dinner Roll;30.89
2ae3905a-1623-44ae-b705-463c24ca42ea;Red Currants;64.4
617dabac-8bff-4bf6-a493-53ab25229b2a;Horseradish Root;27.73
856736e1-f9f8-498b-b3c9-fe9914fb446c;Wakami Seaweed;42.63
d56c3aad-dba7-4480-8074-354e3bbeaac7;Shrimp - 150 - 250;1.61
8ab5da62-c0d1-4027-bfde-6d599f2ccdd1;Broom - Push;67.57
4da8d64f-33ec-4d40-a920-e207f61071dc;Beer - Original Organic Lager;62.13
c8474953-eed0-493f-b297-a5f7c31c1d6e;Food Colouring - Orange;35.32
bd383270-9bb9-4994-8839-a32d29b2a146;Anchovy Paste - 56 G Tube;21.91
a7ccedbf-824f-4adb-aa99-7d7ddbe1d077;Raspberries - Fresh;19.77
59fe0dc2-c593-4a03-b669-a8459cfca254;Olives - Stuffed;61.71
b1df1ecf-af50-425a-b7d9-980f953b4a1a;Bread - Pita, Mini;53.5
ae816d4a-104d-4f82-b8b5-e45074f66ea5;Cranberries - Fresh;24.64
68e527e1-09c6-4e21-899b-67629ef62104;Mustard - Dijon;7.28
8ecd5aa7-89a8-44bc-a54d-043209d45011;Asparagus - White, Canned;43.62
1e2c8aa1-f2f7-445b-8ccc-413eef5c0f69;Lid - Translucent, 3.5 And 6 Oz;66.83
91ff6a63-58dd-497a-926a-a097eefacfe7;Nut - Pecan, Halves;69.38
a3449ed0-919f-444e-b472-4fb22043ac15;Soup - Beef, Base Mix;97.33
cf7f553d-e14e-4a22-b3c6-c8401b56c25c;Sprouts - Baby Pea Tendrils;67.98
38e92199-1e82-4c1f-961e-2b454ae61670;Truffle Cups Green;59.09
dea1ca6d-b858-4c2a-a879-29884c8f07b8;Oats Large Flake;45.27
91efdcac-a2ce-4636-9b7c-b36f64b4c65f;Wine - Red Oakridge Merlot;30.4
8e463407-e1de-476c-8711-5d4575a8757e;Tuna - Loin;97.23
2adf4bb2-6c21-442d-a614-298b1b6df912;Cups 10oz Trans;96.21
0d98d1f3-cafa-4735-85cb-0be7864df078;Bread - Sour Batard;67.3
78ce56a0-94ea-4109-a8cc-9e34c76ef2eb;Soda Water - Club Soda, 355 Ml;71.71
83912f27-ee7d-4037-bdb9-fed103543f71;Graham Cracker Mix;82.01
c63fadd2-d811-4429-be45-8dc99e50374f;External Supplier;6.62
804c4af0-1e84-4fe7-9e78-fad1d4c73a68;Oregano - Fresh;16.26
198c3ce0-3ec4-4a21-b8a4-bff78ac16934;Sansho Powder;42.66
5abb43f7-a67d-4f9d-addb-85ff8aeba078;Burger Veggie;29.76
1cf28cdc-44d0-417a-8ce8-90285fef5310;Beer - Pilsner Urquell;49.07
b89056a3-a245-4686-bbdb-a5cb4933bb9f;Soup - Campbells Beef Noodle;25.6
4b6f9d02-5638-4fd4-ae32-ceaee927b4ca;C - Plus, Orange;8.08
746e3412-faf8-4076-810e-6dcaea4985db;Oranges - Navel, 72;29.91
bc6f4c19-f8ef-4b28-ae63-05f73f378685;Sauce - Soya, Dark;42.97
3788ab04-fd85-4f9c-aca4-70e23e431f21;Veal - Osso Bucco;5.79
293b8c2e-4907-4ce7-bbfb-53136b0dc45f;Bandage - Fexible 1x3;95.28
894bb1d0-a5a5-4807-ba41-3a66e523cf9d;Nut - Almond, Blanched, Sliced;23.36
c6623041-d7eb-4ab5-8abf-308af841bd3a;Swiss Chard;32.28
0a5a2e98-4a34-49ff-b79f-0b125b52c958;Syrup - Monin, Swiss Choclate;24.39
5a05dfc0-dd1e-455f-bacc-a67f815c128a;Aspic - Clear;34.91
05ee0ff8-37ab-4aa0-bff2-ad7008bd2d63;Flour - Strong Pizza;32.91
0536d09a-a041-4fad-8dbe-98abc3aa698f;Pasta - Cappellini, Dry;43.85
6bb60b50-c33b-421f-8f33-111d3e3756ec;Sauce - Salsa;40.56
48344dc0-b2ca-4965-a162-63d03dc169a5;Ecolab - Medallion;26.31
5fdd746a-2dec-4c56-b9f3-9e8342967055;Wine - Rosso Toscano Igt;17.8
f8e05a77-0095-411b-a5be-0fa2e7fbf333;Beer - Blue;63.33
2dc45855-6a4b-40b0-af80-3c5cf4e7e05f;V8 Splash Strawberry Kiwi;59.08
956059f3-25fe-4fa1-9711-bb23a83bce27;Lemon Tarts;53.27
ae970a0b-1fb0-439c-b23c-2f383e2b05be;Crackers - Soda / Saltins;29.42
1b8c05d2-4fe2-49b3-aa98-7ae43b9872eb;Easy Off Oven Cleaner;39.29
bf321bd9-79cb-4b97-a1c0-d4c030d2a238;Shrimp - Black Tiger 6 - 8;43.63
b018c9c7-629e-4b6a-b8e4-43200547f81a;Tea - Mint;82.12
acf2fa14-7759-48f7-972b-300def46e73f;Wine - Delicato Merlot;11.8
f5be80d8-7735-4f01-bbde-dfde1dc7cf96;Flour - Buckwheat, Dark;58.17
1901dcde-10fa-4142-bb5e-3bb03e88e44a;Mace;35.52
67b63004-52a6-4ca6-8b17-cb7e1ee41441;Shrimp - Black Tiger 6 - 8;52.75
60b0bc23-8a74-46a8-a800-f0258ce419e6;Pepper Squash;74.57
f6224081-f069-4245-8ffc-7e431b77e3d6;Silicone Paper 16.5x24;77.71
93058f50-db85-43c6-b490-74d27376624c;Chips Potato Salt Vinegar 43g;77.75
47a982d8-53e6-45c9-81ed-bba61514cb16;Pike - Frozen Fillet;47.75
fdf5383b-0d9d-4518-9eac-23abc73e8712;Pork - Backs - Boneless;96.63
7ffa6d5a-de19-4e1e-b8dd-ddc4fd62b703;Bread - Pain Au Liat X12;22.21
e91c0b4e-0fda-4c2e-a39d-93b1c2af901b;Pasta - Angel Hair;21.42
cd2c3f07-a623-4af8-b335-2ac2e81a8bfb;Table Cloth - 53x69 Colour;99.32
a5e59d51-6385-4a5e-98cb-8485da1dd8b7;Wine - Sicilia Igt Nero Avola;23.33
86401fee-254f-4b98-ac1b-2a7d5d82010a;Mayonnaise - Individual Pkg;78.24
981796db-5e1b-4fe5-bf31-d4bd6b33fffd;Flounder - Fresh;77.28
f3c5c3ac-b0a2-499b-bc00-d6f88d9cbc4c;Wine - Toasted Head;84.98
9caed472-a3d8-4836-bea7-e7ed55b9544a;Juice - Apple, 1.36l;27.72
27f2e8a7-8b4b-4626-ab5e-1227951c2fda;Juice - Cranberry 284ml;21.88
7a37c744-a56f-4752-8bde-04ef4ddff4ef;Wine - Gewurztraminer Pierre;30.57
d771dc1c-4a76-4d94-beb8-3e856dc24164;Glaze - Clear;46.0
de924dda-87eb-4056-9157-68ea21ff47fa;Appetizer - Mini Egg Roll, Shrimp;97.5
7c04bb83-ec79-4680-928b-7a9d00d736db;Wine - Cave Springs Dry Riesling;71.02
0660bc85-71de-4e9e-a651-6db3ea96b84b;Tea Peppermint;10.39
d3094ebb-fff4-43ee-a2f9-f99d3c06e829;Teriyaki Sauce;13.01
8235a998-4d17-4493-9c70-3d2a32bb2695;Clementine;15.38
3ac42148-cc61-4453-8f60-a76aecaddb47;Muffin Mix - Oatmeal;76.78
15ca7780-0cb7-4ad4-8e94-5251d78158cb;Longos - Grilled Chicken With;77.14
7eb15b63-accf-4d78-934d-77503a752b22;Bread - Malt;52.77
fc781078-d2c2-4a5d-8525-666167d4593b;Bandage - Flexible Neon;37.11
58e74550-c59a-441b-837a-390c4532d282;Bread - White, Unsliced;56.63
b71dc7c3-5fce-4a6e-9593-b38d1e778484;Chocolate - Milk Coating;4.82
d4e732d8-98a0-4457-8f35-ce23f557db9a;Island Oasis - Cappucino Mix;29.18
d130fdf2-c87b-429c-b992-7589e66b475b;Beer - Upper Canada Light;79.78
e9ae145e-1e31-4c0c-902d-8301ab0fd584;Edible Flower - Mixed;83.3
374e67dd-8e20-4ab6-a67f-c1bf6c9f3ab1;Pork - Loin, Center Cut;91.39
b1e3e14b-c211-477b-9284-d05e13a493c8;Veal - Liver;28.42
3c9fe602-946c-48ba-a7c0-966bbcfbbaa3;Pork - Backs - Boneless;80.49
ab7bf36d-6cd9-428e-9d80-6ceca62c5668;Passion Fruit;42.55
a340defa-df65-4503-911e-e8894494b0b1;Wine - White, French Cross;20.57
66b1b5c2-de00-4b56-ad3f-1bf0355840dc;Cookies Cereal Nut;45.62
520f1450-8f54-4882-bddf-d43cc817b15b;Cheese - Parmesan Cubes;79.29
4d1901a3-c488-403c-88e4-10a643eb0a70;Cilantro / Coriander - Fresh;15.04
3c7950ab-3154-4804-aa04-998f9a8933db;Split Peas - Yellow, Dry;67.71
684120c7-6a08-4464-9aed-cb94b8d534b8;Pasta - Canelloni;43.2
4184b94c-7a81-47c6-9257-8be6650b6723;Beans - Fava, Canned;90.23
7aa3e64c-fc27-4b4d-b021-21f8e280f3d4;Olives - Nicoise;21.62
94ab9444-161f-4f47-85cd-44e0c8ca5148;Butter - Salted, Micro;80.37
e94bd7ef-f011-4dca-a6c1-ffd7cd4e5e40;Pork - Liver;29.32
640693c5-6b98-43b3-82ee-7a3eac1da62c;Compound - Rum;78.14
e8cb7342-cd67-4732-b654-9d113af82246;Zucchini - Mini, Green;83.51
cf4d68d3-f755-42f8-b2b0-98c893f256ca;Beer - Tetleys;48.18
4049506e-d193-43fe-bafe-5d96e07ad274;Steam Pan Full Lid;31.91
caf7f425-7c60-4b7c-849b-9a33997b645b;Snapple - Iced Tea Peach;21.5
347e268e-4a68-46d2-a3d4-fbcce2c0a0d2;Tequila Rose Cream Liquor;70.31
37b738b2-6c8f-4d65-99d3-7ddaaf7aa23e;Wine - Zonnebloem Pinotage;26.22
871f6f0b-a84f-46ea-9604-a220c191f942;Swiss Chard;36.91
96735ade-2444-4b27-a443-8a4f757e8a8a;Cookie Dough - Peanut Butter;14.38
497006b6-8e5d-44c6-8a00-b0e33c5d3444;Ginger - Fresh;79.95
62a644ee-a6f0-4404-9b5c-f83948832b0f;Soup - French Can Pea;28.61
4e5c98a1-7f29-4ba5-9bb7-e67c0162a728;Buffalo - Tenderloin;75.28
04e0efed-cb5f-48ba-8adf-9b0e3f762c23;Spice - Pepper Portions;68.37
0ff0f121-e628-4f83-a4a9-13e5eb1e3c05;Table Cloth 53x53 White;90.99
17586368-4b18-4781-9a8b-abbb47378c2a;Dried Figs;62.16
50f717c6-557d-4211-b8e2-7742165cbb92;Bag Clear 10 Lb;27.91
ab603bdf-5868-4f00-83e5-f548a7521260;Oven Mitts 17 Inch;97.49
16c5531f-fbe3-4ca8-997e-1c167349736e;Cream - 18%;6.27
9e3d2978-de5a-455b-a354-dcce19f86efa;Beans - Black Bean, Preserved;48.41
92339cda-e558-402d-9f45-cfa28454b333;Spice - Peppercorn Melange;86.47
cda7ec5a-e74b-4234-8949-4ae53f64e9f9;Wine - Cotes Du Rhone;45.19
b88335e1-a56f-411a-8c01-bde39a15d51e;Lid - Translucent, 3.5 And 6 Oz;47.86
7c5e6764-15c0-436d-842d-55802707acce;Wine - Coteaux Du Tricastin Ac;87.9
07aacc59-f3a5-43ca-8fd3-a7cd97e4ebc5;Lettuce Romaine Chopped;54.15
c2b0295e-7d70-4f13-988f-00be89a2587e;Cream - 35%;49.83
18879019-3528-46f7-a05d-e16914eefe28;Corn Kernels - Frozen;31.99
7c080d78-c313-411a-ae2f-5fda30eaeaf3;Appetizer - Crab And Brie;48.57
e947bd80-f7cd-4303-a605-2f1b1079b518;Cheese - Bocconcini;69.82
0e9745a2-5e60-4e44-a0c0-42bdfec68cb1;Bagelers;45.86
f25cd31a-6dd0-438b-9fd6-89320eb057e5;Kellogs Raisan Bran Bars;81.3
75887895-57e6-4a1b-9c31-bcb4b8b70c79;Wine - Cousino Macul Antiguas;5.07
77c11e6c-3927-425a-9af8-5c57a833220a;Paper - Brown Paper Mini Cups;34.04
ae7e5c6e-6b71-4759-84fd-57d03c529915;Apple - Delicious, Golden;16.42
810358cb-37d2-4312-b5f8-62eb677f7327;Flax Seed;60.26
6cd4cdc8-970c-4956-8118-abcb226fa599;Saskatoon Berries - Frozen;34.03
2cef5a11-4350-4388-bff5-181427d5e873;Wine - Chianti Classico Riserva;18.14
b54d6e77-eb39-431b-af95-233bffedae7c;Ocean Spray - Ruby Red;95.1
19d291e0-afd2-40a9-b043-1c37c24bd643;Pork - Butt, Boneless;72.73
a7186f98-ef4a-43c3-a9c3-0a14187bed12;Milk 2% 500 Ml;53.29
de6476d4-c1a0-46f4-ae07-dad4549a98a2;Trueblue - Blueberry Cranberry;2.03
99f7d886-dcc2-462e-8631-3c0f4cc9abda;Oven Mitts - 15 Inch;93.12
49e1d68a-2ef8-43bd-90a0-d1e9e580b695;Veal - Tenderloin, Untrimmed;50.41
75a3fb93-259c-4613-bf75-451d22161f9d;Squash - Butternut;92.71
922cb020-8a69-4d99-b022-b230d416f82f;Coffee - Frthy Coffee Crisp;16.99
abbd08bd-c496-4581-9137-4c871aee3690;Bread - Roll, Whole Wheat;81.9
f6fcbd43-081b-4136-bd8f-c8c910a7620d;Ice Cream Bar - Oreo Cone;42.65
d3f6eb04-0869-47f9-ad45-3e4c2ab18e19;Fond - Neutral;78.69
b827206a-fccb-43af-8f11-b0c9a39d39f1;Bread - Raisin Walnut Pull;34.93
80035679-8bef-4287-a6b5-38a9f5be1527;Lamb Shoulder Boneless Nz;90.56
558b6572-6c1a-4fe6-8ac8-8fc43d05f94f;Tea - Herbal - 6 Asst;77.38
0c8f3d41-d96a-4344-bd4f-4d97cebeab6a;Appetizer - Cheese Bites;38.91
b8a7dc6c-6a43-4e62-8570-57c37da2e921;The Pop Shoppe - Cream Soda;94.31
f7b97287-84ad-4354-b588-4f8f6117c3ed;Thermometer Digital;12.36
07961434-7e1f-4605-b545-625d97365f58;Cleaner - Pine Sol;55.66
b2e7662b-f5bc-465b-b51b-304a86e05846;Sauce Bbq Smokey;32.91
733722a0-55c5-4502-b0b6-19a8415ad937;Appetizer - Spring Roll, Veg;75.69
6380f1bf-d199-4704-ad93-4b1975ac1549;Pepper - Sorrano;2.35
fcfe9908-b527-4db9-908f-643c7b82cc5a;Lamb - Shanks;81.53
f17d2af4-be10-4026-abf2-3a706b519930;Sole - Iqf;55.08
c3ee11a4-9c9d-4d36-88ce-daa94371b25d;Pasta - Penne Primavera, Single;68.05
c8bf7645-f21c-458c-823e-e5cc8b2b543c;Grouper - Fresh;80.82
887c10c2-9a8c-4d71-bf2f-ad9aa9b4bd45;Grand Marnier;69.63
950334f3-acf6-4bbc-9187-11f5d1ada85b;Wine - Taylors Reserve;11.41
e242d129-a790-4d35-ad72-d30a9f1727b0;Oven Mitts - 15 Inch;43.24
565446c4-7aeb-4336-97c1-8169ba271bbf;Bread - Roll, Whole Wheat;37.96
fc0f202d-4433-4ebd-a8da-04b520b984df;Bread - Bistro Sour;14.68
a701c5b2-fbf7-464b-80b7-5a31f101123e;Cake - Miini Cheesecake Cherry;65.0
b1bcda53-ff12-4ab3-b328-b0b99b7b2c01;Juice - Ocean Spray Cranberry;52.58
c42d07b9-8370-40b6-bfc7-826488b2f79d;Cognac - Courvaisier;79.39
f08550e4-c7aa-40d0-ab71-103c505a4088;Bread - Dark Rye;18.59
f921e1da-cba1-4716-bce1-5c57e18c1538;Tofu - Firm;8.81
69e3fb95-6df0-4a64-bde2-df0f36f2c277;Banana Turning;54.48
07feebe2-55c3-4471-9e87-c7563051211a;Wine - Casablanca Valley;47.5
5e1909da-74a4-4b64-aa4a-14ebb8212699;Lemon Pepper;97.05
1d90375a-9f8a-4191-8bc4-87d48efcf168;Bar Energy Chocchip;35.61
6007dd46-f9d7-4b5d-92c8-bcaddd99554a;White Baguette;49.96
70388c56-b5cd-4588-bfbb-cbc3b4a047b9;Table Cloth 54x54 White;9.03
13888a7a-97d1-46ee-a26e-4aa71865ae94;Soup - Knorr, Chicken Noodle;86.85
5b0dddc0-39ef-45f0-b160-738ca405b74d;Pea - Snow;72.81
036197b7-ddbb-4455-b845-ad817c115cb1;Longos - Chicken Wings;90.35
c5a88077-1214-445f-a73f-e3cb9b98c3ab;Puree - Mango;53.84
98807b2f-8858-411d-b2be-1dc52a896628;Wine - Placido Pinot Grigo;87.93
cb1142fe-2d96-460b-a522-ec4298e05a4a;Table Cloth - 53x69 Colour;78.4
32c345f2-c19a-489b-bf58-845971a36001;Calvados - Boulard;44.4
368145a0-9cec-4ee3-afb5-bdee62328eaf;Mortadella;66.07
62fb761b-dfaf-4332-87c8-6fe2a695e22f;Soup - Beef Conomme, Dry;78.35
ff250e9c-9de1-4624-b623-ff73c539d90d;Coffee - Colombian, Portioned;90.0
e6a383af-5abd-41ea-8fbe-d788d6511ed2;Wine - Chianti Classico Riserva;45.41
dc5d7c74-d547-442f-8ae9-0985f4c60c40;Pails With Lids;66.77
30060022-03a2-47c1-b5aa-2da1b7fd8e49;Chocolate Eclairs;16.76
0cdb894f-ce45-475d-95fe-68cf0fdbbe7a;Wine - Prosecco Valdobiaddene;15.23
17a2bc0b-d185-4cbe-8e0e-0dbac83e5bc6;Oregano - Fresh;66.91
c1a51591-390a-43a4-be62-540123953272;Cattail Hearts;49.12
febd0e2d-69b0-4ade-9713-5d2dce133193;Juice Peach Nectar;47.87
362a238a-c092-4339-bd02-ddcd9b84c7f0;Amarula Cream;80.67
ecf18acc-594a-459b-99d1-8765248899b7;Ginger - Pickled;11.21
27a8ad81-4b01-495b-a4fa-5025fed52b52;Herb Du Provence - Primerba;58.2
f7aad7e9-b3c3-4dc5-b228-726c9482124b;Wine - Red, Pinot Noir, Chateau;72.33
20cbf6b0-cec4-44c0-9aba-c4e270616ddf;Cup - 3.5oz, Foam;51.03
4dca2e05-c898-4e3f-8074-ef1d873f8065;Bread - Calabrese Baguette;94.48
f24f17d8-277e-436c-a071-5bce402b1217;Towel Dispenser;21.11
de448cba-806e-4563-8c2f-7b7dca1cc03a;Hand Towel;20.37
82532e79-d09e-46d0-8216-79aab358d3c0;Salt - Sea;18.69
